,steam_appid,name,developers,genres,released_date_1,detailed_description,pc_requirements_minimum,pc_requirements_recommended,mac_requirements_minimum,mac_requirements_recommended,linux_requirements_minimum,linux_requirements_recommended,price1,price2,price3,price4,price5
610,828910,aMAZE Frozen,Blender Games,Casual/Indie,"Apr 4, 2018","How long have you developed your thinking and attentiveness? Today we will give you such an opportunity, as an interesting and attractive game appeared on our vast spaces, which allows us to poke our brains. Game aMAZE Frozen perfectly suitable not only for your children, but also the whole family.<br />
<br />
Try to go through a tangled maze without touching it. When you touch it, you will have to start the level again. After exiting the labyrinth, you will move to a larger labyrinth, and this will continue until you can not get out of all the labyrinths.<br />
In this game you need to pass a small ball through the maze. It should be brought to the portal, which is usually located at the center of the labyrinth, but before that, activate it .<br />
<br />
Levels became even greater, they became even more difficult and more interesting.<br />
<br />
Not many maze games will create a whole new kinds of maze for you.<br />
<br />
Use the mouse cursor  to navigate the different mazes<br />
<br />
in aMAZE Frozen:<br />
- 50 levels<br />
- 4 kinds of labyrinths<br />
- Achievements<br />
- Calm Soundtrack<br />
- Abstraction Art","Minimum:OS: Windows 7, 8.1, 10Processor: Intel or AMD 2 GHzMemory: 2 GB RAMGraphics: AnyStorage: 300 MB available space",Not supported,Not supported,Not supported,Not supported,Not supported,58400,27600,26500,0,0
611,821500,Ria's Hook,Fossil,Action/Adventure/Indie,"Apr 4, 2018","Note: This game is very difficult and does not take responsibility for your mental suffering. Really. Do not just download it. It's too hard. Ria's Hook is about an unhappy but bright girl who lost her home and family to an unidentified storm. On one day, One day, she finally got a chance to figure out the identity of the storm. And only we can help her to identify the bad storm.Cross the obstacles and climb the hills of suffering. (with dirty sensitivity)Shoot the hooks and climb the mountain to reach the top of the rainy hill.This game will tell players the way to go, but you won't cross it easily.The more we do, the more we can feel your skills going up.You can do it !!",Minimum:Requires a 64-bit processor and operating systemOS: WindowsProcessor: AMD Athlon ll X2 265Memory: 4 GB RAMGraphics: Intel HD Graphics 4000DirectX: Version 11Storage: 600 MB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: 2.5 GHz Dual Core CPU (64x)Memory: 4 GB RAMGraphics: Geforce GTX 960~DirectX: Version 11Storage: 600 MB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,40000,20100,47200,0,0
612,700590,Ghostly Horizon,Ghostly Horizon Dev,Action/Adventure/Indie/Early Access,"Apr 3, 2018","Ghostly Horizon is an intense 3rd-person spell-caster on spherical worlds. In a cute low-poly environment you enjoy crazy battles with 30+ different spells, preferably together with your friends.Focus is placed on both player-skill and teamwork in this matchbased game with quick rounds.There is no story to follow and the aim of the game is to have fun and become a better player to be able to defeat the different game modes in a harder difficulty!And to top the Leaderboards of course!GAMEPLAYGhostly Horizon provides intense and thrilling battles with a focus on player-skill and cooperation.Combat feels dangerous and your winning streak can quickly go down the toilet.​So get ready for some awesome battles and clutch saves in this fun and crazy matchbased game.2 Main Game-Modes: Invasion and Survival  that can be played in both Singleplayer and in Co-op with up to 10 players!3 Minor Game-Modes: Battle Royale, Conquest and Training Arena where you play either Free-For-All or Teambased PvP.SPHERICAL WORLDThe world in Ghostly Horizon is a round (spherical) planet with completely free and open circumnavigation. There are no borders or restrictions for player-movement.The planet features full day/night cycle with one sun and two moons along with a variety of biomes, including: Desert, leaf-woods, pine-woods, arctic, lakes and more.PLAYER SKILLAll players have the same amount of stats, what matters is how you allocate them to suit your playstyle. Depending on your allocation of stats your character gets adjusted traits such as movement speed, jump height, cooldown time, status effect duration, etc.This together with choosing your spell-elements wisely during gameplay to accommodate your own personal playstyle is what gives you the edge in battle.​SPELLSThe vision with spells in Ghostly Horizon is that there shouldn't be two spells that work exactly the same. There are many types of spells: Projectile, Bolt, Spray, Slash, Ray, Instant, Self-targeted. All of these types have a number of spells in them and each one is unique. There are 7 different elements with 4 spells each. A player can have 2 elements active at one time, each element has its own style and which ones the player chooses will alter the playstyle of the player.​There are plans on synergy-spells that will arrive in an expansion after release. The player then gets a unique spell that is a merge between the two elements chosen.COOPERATIONA large part of Ghostly Horizon is cooperation, some game-modes require cooperation to be able to take objectives, others don't enforce it. But nonetheless working together will give your team the upper-hand.​Healing-spells are designed mainly to be used on your friends, your survivability will most likely raise if you work together and heal each other, before it is too late. You can also work together by casting a boost-ray on your friend to make his spells do more damage, or cast a boost-AoE to make all your allies damage more while inside the area of effect. ​Fast travel with teleports that are created by 3 or more players casting boost-rays on each other in a circle to conjure up a teleport. It might be risky though, there is a hidden science behind teleports and you might end up popping out of the enemies teleport if you don't know what you are doing.GRAPHICSGhostly Horizon is presented in a low-poly style with a mix of hard and soft gradients in textures. The aim is a stylized, beautiful and cute looking game that makes the intense gameplay and cut-throat battles come as a surprise.​We aim at an effortless feeling with a flow in both world-design and graphics-design.",Minimum:OS: Windows 7Processor: Intel i5 1.8GHzMemory: 2048 MB RAMGraphics: Intel HD 4000DirectX: Version 9.0cStorage: 400 MB available spaceSound Card: Any Stereo card,Recommended:OS: Windows 10Processor: Intel i7 2.6 GHzMemory: 2048 MB RAMGraphics: RX 470 4gb or GTX 1050 2gbDirectX: Version 9.0cNetwork: Broadband Internet connectionStorage: 400 MB available spaceSound Card: Any Stereo card,Minimum:OS: Mac OS X 10.9+Processor: Intel i5 1.8GHzMemory: 2048 MB RAMGraphics: Intel HD 4000Storage: 400 MB available spaceSound Card: Any Stereo card,Recommended:OS: Mac OS X 10.9+Processor: Intel i7 2.6 GHzMemory: 2048 MB RAMGraphics: Radeon Pro 450 2048 MBNetwork: Broadband Internet connectionStorage: 400 MB available spaceSound Card: Any Stereo card,Not supported,Not supported,85400,54400,38500,76700,47500
613,618430,Episicava - Vol. 1,Epic Works,Nudity/Violent/Casual/Indie/Simulation,"Apr 3, 2018","StoryFifty years ago, the face of the Earth was permanently changed when it came into contact with a mysterious force known as the “Alpha Nebula.” As a result, humans developed various supernatural abilities and divided themselves based on those traits.The main factions include: The Tonitrui, the Excedente, the Praecantator, the Permuto, and the Northmanni. Each has their own unique set of abilities that came with the collision – with the exception of the Northmanni, who remain largely unchanged. Among these races, however, existed a special group of people who managed to retain all the other races’ abilities. They were a very powerful - but small and isolated group - known as “Emulators.” Arin Arlento was one of these people, living in a remote village with his grandfather and other members of their race; everything was peaceful until the Northmanni Empire massacred the Emulators and kidnapped his childhood friend, Aria. The only other survivor, Arin escaped into the Northmanni’s home continent of Rakos, hiding and plotting his revenge – that is, until he found out that Aria was still alive and was being experimented on. Loathing the world that took everything away from him, Arin begins his quest to retrieve his friend and exact retribution on those who destroyed all that he held dear. It’s one misguided man against the world…  AboutBetrayed, defeated, and left alone in the cruel wilderness, the story follows our protagonist, Arin Arlento, and his quest for retribution; one that questions friendship, revenge, and human nature itself. Surrounded by a cast of quirky heroines, the story features a selection of scenes which range from slice of life to heart-breaking sadness to nail-biting action.FeaturesVolume one features roughly 5-10 hours of play arising from a word count of more 150K+, more than 40 CGs and 20+ music tracks. The first volume contains the common route progressions through the tribes of Fulgur and Tribus, as well as Aniam and Alacria's routes.",Minimum:OS: Win XP+Processor: 1.2 GHz Pentium 4Memory: 2 GB RAMGraphics: Able to handle 1280x720 ResolutionDirectX: Version 9.0Storage: 1 GB available space,Recommended:Graphics: Able to handle 1280x720 ResolutionDirectX: Version 9.0,Minimum:OS: MacOSProcessor: Any 64 bit processorMemory: 2 GB RAMGraphics: Able to handle 1280x720 ResolutionStorage: 1 GB available space,Not supported,Minimum:OS: x86/x86_64Processor: 1.2 GHz Pentium 4Memory: 2 GB RAMGraphics: Able to handle 1280x720 ResolutionStorage: 1 GB available space,Not supported,25400,34100,43500,58000,29800
614,795580,THE DAY Online,Reloaded Studios,Action/Free to Play/Early Access,"Apr 3, 2018","Fast-paced Multiplayer Online Battle Arena Game (MOBA)- Minimized early-game farming and building- Intense and speedy combat system with no mana to manage- Take control of the arena by creating small to big scale battles all over- Cutthroat combats aiming to land that last killing blowTwo Distinctive Battle Arenas- Resource Battle: Gather points to achieve victory by collecting resources, engaging combats, and destroying objects. All of your team's actions gathering points lead to continuous steam of small combats all over the arena.- Downtown: Destroy the enemy nexus by utilizing and managing strategic locations all over the map. The locations provide powerful skills to cast and immensely beneficial team wide buffs to boost combat effectiveness.","Minimum:Requires a 64-bit processor and operating systemOS: Windows XP, Vista, 7, 8/8.1, 10Processor: Dual core from Intel or AMD at 2.8 GHzMemory: 2 GB RAMGraphics: NVIDIA 9800 GT 1GB / AMD HD 4870 1GBDirectX: Version 9.0cStorage: 3 GB available space",Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,12800,82200,0,51700,0
615,701810,Epic Dumpster Bear: Dumpster Fire Redux,Log Games Ltd,Action/Indie,"Apr 3, 2018","An evil corporation destroyed his forest, now it's his turn to take out the trashEpic Dumpster Bear is an action packed platformer inspired by the 16-bit classics where you play as a dumpster bear with a chip on his shoulder. Over 65 levels filled with tricky platforming, challenging bosses, and secret levels to be discovered.  The ""Epic Dumpster Bear: Dumpster Fire Redux"" edition is the director's cut of the cult indie hit with new levels and more cinematics exploring dumpster bear's past.Classic platforming action7 worlds and over 65 levels to completeSmooth gameplay and precise controlSecret Exits and Levels to be discovered",Minimum:OS: Windows 7 x64Processor: 1 GHzMemory: 2 GB RAMGraphics: 512mbDirectX: Version 10Storage: 1320 MB available spaceAdditional Notes: Requires a 64-bit processor and operating system,Not supported,Not supported,Not supported,Not supported,Not supported,19900,95200,0,98500,0
616,821560,螢幕判官 Behind the Screen,18Light Game Ltd.,Action/Adventure/Indie/RPG,"Apr 3, 2018","“Behind the Screen” is a game including stuffs like puzzles, stealth modes and fighting that you can still easily handle. And many stories are inspired by actual historical events in Taiwan. If you dig deep into our stories, you will find it is not just an “easy” game. Although players can defeat the game in about one to two hours, the real thinking challenge will still start after you solve our game.  <br />
<br />
About the Game:<br />
In “Behind the Screen”, Players will excavate deep into the memories and life of a murderer in order to dig up the real truth. The whole story is about his twisted life, and through his story we can know how media destroys a person under the help of audiences. By using a surrealistic picture book art style, intriguing plots and actions such as solving puzzles and hiding from enemies, players can live out the life of this murderer while uncover the truth behind the screen.<br />
<br />
Story:<br />
It is an age when Internet was still before its time, a vicious crime had been committed that condemned nationwide. Through the screens, series of news reports flashed before their eyes. Everyone is a television judge hoping to sentence this foul murderer to death. You must discover the truth in the murderer’s memories.  	<br />
 <br />
Art style:<br />
Our inspirations come from old hand-drawn color advertisements and posters which exists in the era before digital drawing and photography. During those times, painter blended reality and imagination and created a realistic style that mimics photos yet is different from traditional oil painting, thus making a picture book style art with great allurement.<br />
 <br />
Game features:<br />
l   Spending over one year of developing, there are many hidden metaphors in this game for player to discover.<br />
l   This game reflects our world. Player will continuously experiencing events related to issues like media abusing, stereotype, domestic violence.<br />
l   Apart from the main plot, discovering the hidden chapters in this game is also the fun.<br />
<br />
Development group:<br />
18 Light, an independent game studio founded in 2012 by a bunch of college student in their apartment on 18th floor. Our motto is, “Give you an extraordinary journey in a coffee time.” And every game we made is about an adventure. We insist creating games that enable players to share fun and to discuss the story with each other. We blend social issues on our game plots, so besides entertainment players can enjoy our deep stories. In the future, we hope we can change the world through our games.",Minimum:OS: Windows 7Memory: 2 GB RAMGraphics: HD 4000Storage: 3 GB available space,Not supported,Minimum:OS: macOS 10.12Memory: 2 GB RAMGraphics: HD 4000Storage: 3 GB available space,Not supported,Minimum:OS: Ubuntu 12.04Memory: 2 GB RAMGraphics: HD 4000Storage: 3 GB available space,Not supported,53000,56000,70900,0,88500
617,821810,Endless Fun The battle for peanuts,hallunazigames,Action/Adventure/Casual,"Apr 3, 2018","You're a young bandit. To become a tough bandit you have to break the law. Do the tasks and do not fall into the hands of the police. In the game you do not have to kill in the game you have to do everything quietly and secretly. The commander of the 55 brigade of bandits will give you tasks that must be performed. Robbery, race, bank robbery, intimidation and theft are all you have to do.<br />
<br />
A pixel-style game and a TDS. Convenient management of the player WASD + Mouse",Minimum:OS: Windows 7 / 8 / 10Processor: Core 2 Duo or higherMemory: 1 GB RAMGraphics: DirectX11 Compatible GPU with 512 MB Video RAMStorage: 350 MB available spaceSound Card: DirectX compatible sound card,Recommended:OS: Windows 7 / 8 / 10Processor: Core 4 Duo or higherMemory: 2 GB RAMGraphics: DirectX11 Compatible GPU with 1 GB Video RAMStorage: 350 MB available spaceSound Card: DirectX compatible sound card,Not supported,Not supported,Not supported,Not supported,55100,66700,0,13300,0
618,802020,Acute Art VR Museum,Acute Art,Casual/Free to Play,"Apr 3, 2018","Acute Art is a leading technical partner for artists working in Virtual Reality and was established to inspire, enable and showcase artistic creativity in VR.<br />
<br />
The VR Museum offers exclusive access to original virtual reality works by the world’s leading contemporary artists. The premiere of our subscription-based gallery features an original VR artwork by Olafur Eliasson and Marina Abramović and is soon to be followed by Anish Kapoor, Jeff Koons, and Nathalie Djurberg and Hans Berg, and many more. Within the museum we also present the works of contemporary artists that work exclusively in the VR medium, such as Pia MYrvoLD, BLAV, Jakob Steensen, Float Collective, Ben Outram and Isaac Cohen. <br />
<br />
 <br />
<br />
Regular updates and guest-curated exhibitions will make the platform a transformative space, and addition to the way we create and consume art. It's a place to return to, with a constantly growing exhibition of evolving and interactive artworks, and new features to discover.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 10Processor: i5Memory: 4 GB RAMGraphics: GeForce 1070 GTXNetwork: Broadband Internet connectionStorage: 200 MB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: i5Memory: 4 GB RAMGraphics: GeForce 1080 GTXDirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,61400,85700,86400,46200,0
619,816840,Night of the Shrub Part 1,Grove Street Games,Casual,"Apr 3, 2018","Night of the Shrub Part 1 is a short, visual novel, with a single storyline full of October surprises - In the tiny town of Clabberton, a boy named Shrub, on a night in October, decided it was time to go looking for odd happenings and adventure. And he decided to drag his three friends along. To a creepy house, of course; a creepy house they all assumed was abandoned. And possibly haunted. They all get more than they bargained for - even Shrub - as they tumble headlong into a whole heap of odd happenings, confronting robots, vampires, strange creatures – and that's all before they arrive at the actual weirdness!",Minimum:Requires a 64-bit processor and operating systemOS: Winows 10Processor: 2Ghz single coreMemory: 6 MB RAMGraphics: 128 MB graphics cardStorage: 100 MB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: 2Ghz dual coreMemory: 8 MB RAMGraphics: 1GB graphics cardStorage: 100 MB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,74800,25400,33800,41900,90800
620,702120,THE KING OF FIGHTERS '97 GLOBAL MATCH,SNK CORPORATION/Code Mystics Inc.,Action,"Apr 3, 2018","The final chapter in the KOF Orochi Saga, this title is one of the iconic entries in the series that cemented KOF as a staple in the fighting game community around the world. Now it returns with new features such as online play!<br />
<br />
- A total of 35 playable characters, including 6 secret characters from the NEOGEO version which are playable from the start!<br />
- Includes both the ADVANCED and EXTRA modes for even more flexibility in playstyles.<br />
- An all-new gallery mode and menu BGM settings are included as well!<br />
<br />
The revival of Orochi must be stopped at all costs! It’s up to you to <br />
finish a fight centuries in the making!",Minimum:OS: Windows VistaProcessor: Intel Pentium 4 1.8GHz dual coreGraphics: Onboard graphics chipset with 256MB video RAMDirectX: Version 9.0Storage: 200 MB available spaceSound Card: DirectSound,Not supported,Not supported,Not supported,Not supported,Not supported,92600,28500,50600,29200,34500
621,778050,Revenge of the Headless,Sloth Studio,Violent/Gore/Action/Adventure/Casual/Indie,"Apr 3, 2018"," game introduction It's a game of adventure. All you have to do is take your head, kill a blood trail in the old castle, and finally take your throne.Unlike ordinary brick games, breaking the barrel is not our goal. What we need to do is more important and great, and that is to eliminate all the enemies that stand in our way. Please note that they are more dangerous than barrels!But it doesn't matter, though you are the Headless, but you still have your head to fight for you! game content: a headlessand his headwizard guideattendant who gives you a reward.90+ different levels 30+ different monsters 50+ different props.a more difficult pattern than ordinary bricks.special events that are randomly triggered in the game special small game the final BOSS is determined according to the behavior of the player. about us This is the first work of our team. I hope to bring you a different experience.Since we are making this game for the first time, time and money are not sufficient, so if there are some places that are not ideal, we hope you can understand.Finally, have a good time. About Localization The English translation is not professional, If you are interested at helping us, you can contact following email to see more information about custom localization.",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7 64 bitProcessor: 3rd Gen Intel Core or furtherMemory: 2 GB RAMDirectX: Version 11Storage: 200 MB available space,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10 64 bitProcessor: 5th Gen Intel Core or furtherMemory: 4 GB RAMDirectX: Version 11Storage: 200 MB available space,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,30600,67500,16200,36900,67300
622,734290,World Warfare,JoyCrafter,Free to Play/Indie/Massively Multiplayer/RPG/Simulation/Strategy/Early Access,"Apr 3, 2018","World Warfare is an intense 3D, Real-time Strategy game where hundreds of players around the world command dozens of land, sea, and air units in World War II-inspired combat.  The goal is conquest and supremacy.  Master your tactics, study your enemy, develop your war economy, build your city, form your band of brothers, and conquer the battlefield!  <br />
<br />
The game includes:<br />
<br />
*Real-time, PvP combat.<br />
    Players fight on 7-day maps that dynamically change.  <br />
<br />
*Command 40+ land, sea, and air units from WWII.<br />
    Build, train, and enhance authentic WWII vehicles and weaponry!<br />
<br />
*3D, immersive battlefields.<br />
    Destroy dozens of buildings and vehicles with authentic graphics and sound effects on a massive, open field map!<br />
<br />
*Leagues and Alliances<br />
    Team up and support your teammates with firepower, then take on the enemy together!<br />
<br />
*Strategy<br />
    Plan your attacks and defenses by spying on your enemies!",Minimum:OS: 64-bit Windows 10 / 8.1 / 7 with Service Pack 1Processor: Intel Core i3-2100 (3.1 GHz) or equivalentMemory: 3 GB RAMGraphics: 1 GB AMD 5570 or nVidia 450Network: Broadband Internet connectionStorage: 2 GB available spaceSound Card: DirectX Compatible Sound Card,Recommended:OS: 64-bit Windows 10 / 8.1 / 7 with Service Pack 1Processor: Intel i5-2300 or equivalentMemory: 4 GB RAMGraphics: 2GB AMD 7970 or nVidia 770 or greaterNetwork: Broadband Internet connectionStorage: 4 GB available spaceSound Card: DirectX Compatible Sound Card,Minimum:OS: 10.7Processor: 2.0 Ghz Dual Core CPU or fasterMemory: 4 GB RAMGraphics: GeForce or AMD gpu equivalent with Intel 4000 or higherNetwork: Broadband Internet connectionStorage: 2 GB available spaceSound Card: DirectX Compatible Sound Card,Not supported,Not supported,Not supported,27100,37500,23600,86200,25500
623,789260,Unmoor,MariLuzaria,Sexual Content/Nudity/Casual/Indie,spring,"visual Novel, Adv, Fantasy, otomeLouisa had spent her entire life at sea with her father, sailing aboard the ship called ""The Diossa"", and she had no intention of changing that. But upon returning home from the Maritime Academy, she discovered that her father had been deceived by a certain Monsieur Viardo, who had taken the ship into his possession. Determined to do anything she can to take back her ""Diossa"", Louisa's adventure begins...Particular features:Full character branchesThree male characters and one bonus character to romanceOr, complete the game without any romantic relationships",Minimum:OS: Windows XPProcessor: 1.4GHzMemory: 1 GB RAMGraphics: Intel HD GraphicsDirectX: Version 9.0Storage: 300 MB available spaceSound Card: Любая,"Recommended:OS: Windows 7, 8, 8.1, 10Processor: 2GHzMemory: 2 GB RAMGraphics: Intel HD GraphicsDirectX: Version 9.0Storage: 400 MB available spaceSound Card: Любая",Minimum:OS: 10Processor: 1.46GHzMemory: 1 GB RAMGraphics: Intel HD GraphicsStorage: 300 MB available spaceSound Card: Любая,Recommended:OS: 10Processor: 2GHzMemory: 2 GB RAMGraphics: Intel HD GraphicsStorage: 400 MB available spaceSound Card: Любая,Minimum:OS: Core 4.2Processor: 1.44GHzMemory: 1 GB RAMGraphics: Intel HD GraphicsStorage: 300 MB available spaceSound Card: Любая,Recommended:OS: Core 4.2Processor: 2GHzMemory: 2 GB RAMGraphics: Intel HD GraphicsStorage: 400 MB available spaceSound Card: Любая,54500,85000,45700,35000,19200
624,720250,Welcome to the Game II,Reflect Studios,Sexual Content/Nudity/Violent/Indie/Simulation/Strategy,"Apr 3, 2018","Welcome to the Game II is an atmospheric horror / strategy / puzzle game that takes you into the world of the deep web, in search of the shadow web. Why are you in search of the shadow web? Let’s take you back into the story.You play as Clint Edwards, an investigative reporter in a major metropolitan area. You wake up from a nap to sounds coming from your computer. Someone has sent you a link to a stream that is causing alarm to its viewers. Upon viewing the stream, you see a woman named Amalea who’s scared for her life. Amalea says something about the shadow web, and that there are men in masks hunting her down. When trying to explain her location, the stream abruptly ends. This peaks Clint’s interest, and he must dig deeper to find her before it’s too late. But little does Clint know that the deep web is not a place to poke around. You never know who else is around to poke back. Welcome to the Game II puts you the task of saving Amalea, and how to get there.  You are tasked to seek out 8 hidden hashes to decrypt the shadow web browser. You do this by using a simulated computer operating system on a computer. This simulated operating system will come with tools to help you on your way, such as a web browser (A.N.N), Note taking software, software package purchase options(zeroDAY), and more!The hidden hashes are spread out through the deep web, on web pages. You find the hashes by carefully examining the page by either clicking around, viewing the page source, or maybe poking around a hidden file somewhere. While you are on your search for the hidden hashes, you must hack your way into neighbors Wi-Fi’s to be avoid being tracked by the police!  Fend off hackers (mini games) from stealing your data, DOSCoin (in game currency), notes. Order products to help you on your mission such as Wi-Fi boosters to get better range, motion sensors. Make DOSCoin(in game currency) by doing certain tasks such as defeating hacks and items to generate you DOS Coin!This all takes place in your city apartment building, where you must explore around to move around the Wi-Fi dongle, set up motion detectors, go to the drop off location and more! While all doing so by being hunted by the mysterious unknows of the deep web (bad guys).",Minimum:Requires a 64-bit processor and operating systemOS: Windows 7Processor: 2.4 GHz or BetterMemory: 2 GB RAMGraphics: GTX 670(or equivalent) 2 GB Of Video Memory would be niceDirectX: Version 10Storage: 3 GB available spaceSound Card: AnyAdditional Notes: Works best in a 16x9 or 16x10 aspect ratio resolution.,Recommended:Requires a 64-bit processor and operating systemOS: Windows 10Processor: 2.8 GHZMemory: 8 GB RAMGraphics: GTX 970(or equivalent)DirectX: Version 11Storage: 3 GB available spaceSound Card: AnyAdditional Notes: Works best in a 16x9 or 16x10 aspect ratio resolution.,Minimum:Requires a 64-bit processor and operating systemOS: 10.10 +Processor: 2.4 GHz or BetterMemory: 2 GB RAMGraphics: 2048Storage: 5 GB available spaceSound Card: AnyAdditional Notes: Works best in a 16x9 or 16x10 aspect ration resolution.,Recommended:Requires a 64-bit processor and operating systemOS: 10.12Processor: 2.8 GHZMemory: 8 GB RAMGraphics: 4096Additional Notes: Works best in a 16x9 or 16x10 aspect ration resolution.,Minimum:Requires a 64-bit processor and operating system,Recommended:Requires a 64-bit processor and operating system,76900,44600,27400,0,0
625,809800,TheWraithTrails,wraithgames,Adventure/Casual/Indie,"Apr 3, 2018","GamePlay: Progress through each level defeating monsters, gathering potions and weapons, preparing to fight the wraith king.<br />
<br />
Features:<br />
<br />
• Hard: No save/load<br />
<br />
• Weapons: Find various swords, axes, and bows<br />
<br />
• Potions: Find potions to increase your max health, or heal you in combat<br />
<br />
• Levels: 10 levels to play though. <br />
<br />
• Monsters: Lots of monsters!","Minimum:OS: XP, Vista, 7, 8, 10Processor: Intel Dual-Core 2GHz or AMD Dual-Core 2GHzGraphics: NVIDIA GeForce 400 series or AMD Radeon HD 6000 series, 1GB Video Card (Minimum Shader Model 2.0)Sound Card: DirectX Compatible Sound Card with latest drivers","Recommended:OS: XP, Vista, 7, 8, 10 - (64 Bit)Processor: Intel Quad-Core (i5 2300) or AMD Octo-Core (FX 8150)Graphics: NVIDIA GeForce 660Ti or greater, AMD Radeon HD 7950 or greater, 2GB Video Card (Minimum Shader Model 2.0)Sound Card: DirectX Compatible Sound Card with latest drivers",Not supported,Not supported,Not supported,Not supported,35800,20300,64300,0,0
626,346500,Road Scars: Origins,NukGames,Action/Adventure/Indie/Racing,"Apr 3, 2018","In Road Scars: Origins you play as Adam, an aspiring motorcyclist, fighting to join the Road Slicers, the biggest motorcycle club on the town. Do you have what it takes to reach your goal?Play the first of a three part game series, a challenge mode or reach to top of steam leaderboards on the arcade modeA fusion of classic games such as Road Rash and Road Fighter.Avoid traffic and knock down enemies through randomly generated roads.On the story mode, pass through challenges and racings and follow Adam's jorney.On the arcade mode, get the best possible score and try to reach the top of the Steam Leaderboards.On the challenge mode, unlock achievements throught challenges and racings.The first installment of a three part game series.Retro visuals and cutscenes with comicbook style.Story mode with about 1 hour gameplay.Endless arcade mode50 challengesRandomly generated road4 scenariosday-nigh dinamyc system6 original punk-rock tracksSteam Leaderboards, Achievements, Cloud Saving and Trading Cards2 Languages (English, Português)Located in Brazil, NukGames is a solo-indie company formed by Paulo Brunassi but that count with some external support, mainly with original music and some arts. The focus is to bring the best possible games for a very small price.Thanks for reading, I hope you'll enjoy Road Scars: Origins.Paulo Brunassi - NukGames",Minimum:OS: Microsoft® Windows® XP or laterProcessor: Dual Core 2.0 GHZ or BetterMemory: 512 MB RAMGraphics: Compatible with DirectX 9DirectX: Version 9.0Storage: 50 MB available space,Recommended:OS: Microsoft® Windows® 7 or laterProcessor: Dual Core 3.0 GHZ or higherMemory: 2 GB RAMGraphics: Compatible with DirectX 9 or laterDirectX: Version 9.0Storage: 50 MB available space,Not supported,Not supported,Not supported,Not supported,88000,62800,67100,82800,0
627,829050,Super Lula Escape From Prison,Manic Mind Game Lab,Casual/Indie,"Apr 3, 2018","Collector's EditionFORA TEMER EDITION !!!About the GameThis is a real physics shooter where you need to show everyone that you can go further in trying to escape from prison, a very fun game with several funny Super Hero characters that everyone knows very well, Super Lula, Super Miner (Super Mineirinho), Super Psycho Bunny, Super Punk Duck, Super Dilma and Super Enéas.FEATURES  Physics Based Horizontal Shooter. INFINITE REPLAYABILITY: Procedural random adventure. Pixel Art old school arcades. Unlockable Characters. Crazy Food Items. Epic Characters Voices . Worldwide Leaderboards. First game in the Miner Ultra Universe that has achievements. Special Collectors Edition. Adrenaline gameplay.E o a mais engraçado é que tudo acaba em pizza maluca kkkkkkkk !!!!!!!!",Minimum:OS: XPProcessor: Core 2 DuoMemory: 1 GB RAMGraphics: Discreet video cardDirectX: Version 9.0cStorage: 200 MB available spaceSound Card: Yes,"Recommended:OS: Windows 10/ 8 / 7 / Vista / XPProcessor: 2.4 GHz Quad Core 2.0 (or higher)Graphics: Intel HD Graphics 4000 and higher, ATI Radeon HD-Series 4650 and higher, Nvidia GeForce 2xx-Series and upStorage: 200 MB available spaceSound Card: Yes",Not supported,Not supported,Not supported,Not supported,90000,55600,92300,0,75500
